link_id,tmc_corridor_name,tmc_road_sequence,tmc,link_type_name,from_node_id,to_node_id,geometry,link_type_code,FT,AT,nlanes,link_distance_VDF,free_speed,capacity,k_critical,v_congestion_cutoff,AM_Volume,AM_speed_BPR,AM_speed_QVDF,AM_t0,AM_t3,AM_P, AM_D,AM_DC_ratio,AM_mu,MD_Volume,MD_speed_BPR,MD_speed_QVDF,MD_t0,MD_t3,MD_P, MD_D,MD_DC_ratio,MD_mu,PM_Volume,PM_speed_BPR,PM_speed_QVDF,PM_t0,PM_t3,PM_P, PM_D,PM_DC_ratio,PM_mu,vh06,vh07,vh08,vh09,vh10,vh11,vh12,vh13,vh14,vh15,vh16,vh17,vh18,vh19,vrh06,vrh07,vrh08,vrh09,vrh10,vrh11,vrh12,vrh13,vrh14,vrh15,vrh16,vrh17,vrh18,vrh19,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,vr06:00,vr06:15,vr06:30,vr06:45,vr07:00,vr07:15,vr07:30,vr07:45,vr08:00,vr08:15,vr08:30,vr08:45,vr09:00,vr09:15,vr09:30,vr09:45,vr10:00,vr10:15,vr10:30,vr10:45,vr11:00,vr11:15,vr11:30,vr11:45,vr12:00,vr12:15,vr12:30,vr12:45,vr13:00,vr13:15,vr13:30,vr13:45,vr14:00,vr14:15,vr14:30,vr14:45,vr15:00,vr15:15,vr15:30,vr15:45,vr16:00,vr16:15,vr16:30,vr16:45,vr17:00,vr17:15,vr17:30,vr17:45,vr18:00,vr18:15,vr18:30,vr18:45,vr19:00,vr19:15,vr19:30,vr19:45,
201289BA,,-1,,,202610,202613,"LINESTRING (-112.428652 33.665555, -112.429975 33.661551)",,4,3,0,0.294140,40.000000,500.000000,45.000000,34.000000,7.207451,39.999885, 39.999116,7.749979,7.750021, 0.000042,1.279564,0.002559,34.000000, 7.207451,39.999885, 39.999116,7.749979,7.750021, 0.000042,1.279564,0.002559,34.000000, 7.207451,39.999885, 39.999116,7.749979,7.750021, 0.000042,1.279564,0.002559,34.000000, 40.000,39.499,40.000,40.000,39.999,39.998,39.498,39.999,40.000,39.975,39.920,39.441,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,33.999,39.999,39.999,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.998,39.998,39.998,39.998,33.998,39.998,39.998,39.998,39.999,39.999,39.999,39.999,40.000,40.000,40.000,39.986,39.973,39.959,39.945,39.932,39.918,39.904,33.896,39.918,39.945,39.973,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.997,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201290AB,,-1,,,620,202904,"LINESTRING (-112.433611 33.685677, -112.441238 33.683563)",,9,3,0,0.462970,20.000000,99999.000000,45.000000,17.000000,0.018792,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000741,0.000000,17.000000, 0.018792,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000741,0.000000,17.000000, 0.018792,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000741,0.000000,17.000000, 20.000,19.713,20.000,20.000,20.000,20.000,19.765,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.559,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.182,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.974,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201290BA,,-1,,,202904,620,"LINESTRING (-112.440382 33.680473, -112.432755 33.682587)",,9,3,0,0.462970,20.000000,99999.000000,45.000000,17.000000,0.027314,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.001078,0.000000,17.000000, 0.027314,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.001078,0.000000,17.000000, 0.027314,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.001078,0.000000,17.000000, 20.000,19.754,20.000,20.000,20.000,20.000,19.746,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.053,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.953,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.997,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201291AB,,-1,,,633,202730,"LINESTRING (-112.399481 33.631895, -112.403180 33.639502)",,9,3,0,0.565980,20.000000,99999.000000,45.000000,17.000000,0.824386,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.032524,0.000000,17.000000, 0.824386,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.032524,0.000000,17.000000, 0.824386,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.032524,0.000000,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.999,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201291BA,,-1,,,202730,633,"LINESTRING (-112.406062 33.638100, -112.402363 33.630493)",,9,3,0,0.565980,20.000000,99999.000000,45.000000,17.000000,0.930314,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.036703,0.000000,17.000000, 0.930314,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.036703,0.000000,17.000000, 0.930314,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.036703,0.000000,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.001,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201292AB,,-1,,,202618,202621,"LINESTRING (-112.428346 33.638862, -112.428301 33.631535)",,3,3,0,0.504980,39.000000,700.000000,45.000000,33.150002,0.009008,39.000000, 39.000000,7.750000,7.750000, 0.000000,0.003198,0.000005,33.150002, 0.009008,39.000000, 39.000000,7.750000,7.750000, 0.000000,0.003198,0.000005,33.150002, 0.009008,39.000000, 39.000000,7.750000,7.750000, 0.000000,0.003198,0.000005,33.150002, 39.000,38.513,39.000,39.000,39.000,39.000,38.513,39.000,39.000,38.708,38.071,37.818,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,33.150,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,33.150,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.841,38.681,38.522,38.363,38.203,38.044,37.885,31.958,38.026,38.350,38.675,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.964,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201292BA,,-1,,,202621,202618,"LINESTRING (-112.425095 33.631555, -112.425140 33.638882)",,3,3,0,0.504980,39.000000,700.000000,45.000000,33.150002,0.009008,39.000000, 39.000000,7.750000,7.750000, 0.000000,0.003198,0.000005,33.150002, 0.009008,39.000000, 39.000000,7.750000,7.750000, 0.000000,0.003198,0.000005,33.150002, 0.009008,39.000000, 39.000000,7.750000,7.750000, 0.000000,0.003198,0.000005,33.150002, 39.000,38.513,39.000,39.000,39.000,39.000,38.513,39.000,39.000,38.693,38.022,37.780,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,33.150,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,33.150,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.832,38.665,38.497,38.329,38.161,37.994,37.826,31.896,37.973,38.315,38.658,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.962,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201294AB,,-1,,,202604,202602,"LINESTRING (-112.409414 33.640400, -112.417132 33.640417)",,2,3,0,0.444920,39.000000,900.000000,45.000000,33.150002,18.727977,38.999895, 38.999175,7.749980,7.750020, 0.000040,2.250229,0.002500,33.150002, 18.727977,38.999895, 38.999175,7.749980,7.750020, 0.000040,2.250229,0.002500,33.150002, 18.727977,38.999895, 38.999175,7.749980,7.750020, 0.000040,2.250229,0.002500,33.150002, 39.000,38.512,39.000,39.000,38.999,38.998,38.510,38.998,38.999,38.577,37.655,37.499,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,39.000,39.000,38.999,38.999,33.149,38.999,39.000,39.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.999,38.999,38.998,38.998,38.998,38.998,38.998,33.148,38.998,38.998,38.998,38.999,38.999,38.999,38.999,39.000,39.000,39.000,38.769,38.539,38.308,38.078,37.847,37.616,37.386,31.448,37.573,38.049,38.524,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.949,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201294BA,,-1,,,202602,202604,"LINESTRING (-112.417140 33.637211, -112.409422 33.637194)",,2,3,0,0.444920,39.000000,900.000000,45.000000,33.150002,20.215607,38.999881, 38.999061,7.749977,7.750023, 0.000046,2.428973,0.002699,33.150002, 20.215607,38.999881, 38.999061,7.749977,7.750023, 0.000046,2.428973,0.002699,33.150002, 20.215607,38.999881, 38.999061,7.749977,7.750023, 0.000046,2.428973,0.002699,33.150002, 39.000,38.512,39.000,39.000,38.999,38.998,38.510,38.998,38.999,38.614,37.772,37.589,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,33.149,38.999,38.999,39.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.999,38.998,38.998,38.998,38.998,38.998,38.997,33.147,38.997,38.998,38.998,38.998,38.999,38.999,38.999,38.999,39.000,39.000,38.789,38.579,38.368,38.158,37.947,37.737,37.526,31.591,37.701,38.134,38.567,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.953,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201296AB,,-1,,,202600,202599,"LINESTRING (-112.418422 33.626198, -112.418247 33.636862)",,1,3,0,0.735030,68.000000,1935.000000,45.000000,57.799999,645.361602,67.979891, 67.853455,7.748047,7.751953, 0.003906,73.428813,0.037948,57.799999, 645.361602,67.979891, 67.853455,7.748047,7.751953, 0.003906,73.428813,0.037948,57.799999, 645.361602,67.979891, 67.853455,7.748047,7.751953, 0.003906,73.428813,0.037948,57.799999, 67.962,67.033,67.936,67.974,67.916,67.858,66.966,67.875,67.956,67.563,66.610,66.120,68.000,68.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,68.000,67.979,67.958,67.937,67.916,67.895,67.874,57.665,67.883,67.912,67.941,67.971,68.000,67.986,67.971,67.957,67.942,67.928,67.913,67.899,67.885,67.870,67.856,67.841,67.827,67.813,57.617,67.818,67.838,67.859,67.879,67.899,67.919,67.939,67.960,67.980,68.000,67.762,67.523,67.285,67.047,66.809,66.570,66.332,56.068,66.551,67.034,67.517,68.000,68.000,68.000,68.000,68.000,68.000,68.000,68.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.998,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.997,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.970,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201298AB,,-1,,,202597,202596,"LINESTRING (-112.418445 33.636825, -112.418553 33.626198)",,1,3,0,0.732440,68.000000,1935.000000,45.000000,57.799999,629.873944,67.980702, 67.859354,7.748126,7.751874, 0.003748,71.666637,0.037037,57.799999, 629.873944,67.980702, 67.859354,7.748126,7.751874, 0.003748,71.666637,0.037037,57.799999, 629.873944,67.980702, 67.859354,7.748126,7.751874, 0.003748,71.666637,0.037037,57.799999, 67.963,67.038,67.939,67.975,67.919,67.864,66.974,67.880,67.958,67.602,66.733,66.212,68.000,68.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,68.000,67.980,67.960,67.940,67.920,67.899,67.879,57.670,67.887,67.915,67.944,67.972,68.000,67.986,67.972,67.958,67.945,67.931,67.917,67.903,67.889,67.875,67.862,67.848,67.834,67.820,57.624,67.826,67.845,67.864,67.884,67.903,67.922,67.942,67.961,67.981,68.000,67.783,67.565,67.348,67.131,66.914,66.696,66.479,56.219,66.681,67.120,67.560,68.000,68.000,68.000,68.000,68.000,68.000,68.000,68.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.998,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.997,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.973,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201300AB,,-1,,,202621,202705,"LINESTRING (-112.428301 33.631560, -112.428369 33.624253)",,3,3,0,0.503610,39.000000,700.000000,45.000000,33.150002,15.419120,38.999258, 38.994272,7.749862,7.750138, 0.000276,5.474821,0.007821,33.150002, 15.419120,38.999258, 38.994272,7.749862,7.750138, 0.000276,5.474821,0.007821,33.150002, 15.419120,38.999258, 38.994272,7.749862,7.750138, 0.000276,5.474821,0.007821,33.150002, 38.998,38.508,38.998,38.998,38.994,38.990,38.499,38.991,38.997,38.617,37.783,37.598,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,38.999,38.998,38.998,38.997,38.996,38.995,33.145,38.995,38.997,38.998,38.999,39.000,38.999,38.998,38.997,38.996,38.995,38.994,38.993,38.992,38.991,38.990,38.989,38.988,38.987,33.137,38.987,38.989,38.990,38.991,38.993,38.994,38.996,38.997,38.999,39.000,38.791,38.583,38.374,38.165,37.957,37.748,37.539,31.600,37.716,38.144,38.572,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.953,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201300BA,,-1,,,202705,202621,"LINESTRING (-112.425163 33.624223, -112.425095 33.631530)",,3,3,0,0.503610,39.000000,700.000000,45.000000,33.150002,15.875877,38.999220, 38.993982,7.749855,7.750145, 0.000290,5.637000,0.008053,33.150002, 15.875877,38.999220, 38.993982,7.749855,7.750145, 0.000290,5.637000,0.008053,33.150002, 15.875877,38.999220, 38.993982,7.749855,7.750145, 0.000290,5.637000,0.008053,33.150002, 38.998,38.508,38.997,38.998,38.994,38.989,38.499,38.991,38.997,38.545,37.551,37.420,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,38.999,38.998,38.997,38.997,38.996,38.995,33.144,38.995,38.996,38.998,38.999,39.000,38.999,38.998,38.997,38.996,38.995,38.994,38.992,38.991,38.990,38.989,38.988,38.987,38.986,33.136,38.986,38.988,38.989,38.991,38.992,38.994,38.995,38.997,38.998,39.000,38.752,38.503,38.255,38.006,37.758,37.510,37.261,31.315,37.463,37.975,38.488,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.945,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201316AB,,-1,,,202618,202622,"LINESTRING (-112.425140 33.638866, -112.425099 33.649422)",,3,3,0,0.727520,39.000000,700.000000,45.000000,33.150002,7.378570,38.999787, 38.998358,7.749960,7.750040, 0.000079,2.619887,0.003743,33.150002, 7.378570,38.999787, 38.998358,7.749960,7.750040, 0.000079,2.619887,0.003743,33.150002, 7.378570,38.999787, 38.998358,7.749960,7.750040, 0.000079,2.619887,0.003743,33.150002, 39.000,38.511,38.999,38.999,38.998,38.997,38.509,38.997,38.999,38.934,38.789,38.356,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,33.148,38.999,38.999,38.999,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.998,38.998,38.998,38.997,38.997,38.997,38.996,38.996,33.146,38.996,38.997,38.997,38.998,38.998,38.998,38.999,38.999,39.000,39.000,38.964,38.928,38.892,38.855,38.819,38.783,38.747,32.875,38.782,38.855,38.927,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.992,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201316BA,,-1,,,202622,202618,"LINESTRING (-112.428305 33.649434, -112.428346 33.638878)",,3,3,0,0.727520,39.000000,700.000000,45.000000,33.150002,7.207451,38.999796, 38.998422,7.749962,7.750038, 0.000076,2.559128,0.003656,33.150002, 7.207451,38.999796, 38.998422,7.749962,7.750038, 0.000076,2.559128,0.003656,33.150002, 7.207451,38.999796, 38.998422,7.749962,7.750038, 0.000076,2.559128,0.003656,33.150002, 39.000,38.511,38.999,38.999,38.998,38.997,38.509,38.998,38.999,38.976,38.924,38.456,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,33.149,38.999,38.999,38.999,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.998,38.998,38.998,38.997,38.997,38.997,38.997,38.996,33.146,38.996,38.997,38.997,38.998,38.998,38.998,38.999,38.999,39.000,39.000,38.987,38.974,38.961,38.948,38.935,38.922,38.909,33.050,38.922,38.948,38.974,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.997,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201317AB,,-1,,,202602,202588,"LINESTRING (-112.417127 33.640417, -112.419669 33.640431)",,2,3,0,0.146540,39.000000,900.000000,45.000000,33.150002,43.256527,38.999567, 38.996589,7.749917,7.750083, 0.000167,5.197416,0.005775,33.150002, 43.256527,38.999567, 38.996589,7.749917,7.750083, 0.000167,5.197416,0.005775,33.150002, 43.256527,38.999567, 38.996589,7.749917,7.750083, 0.000167,5.197416,0.005775,33.150002, 38.999,38.510,38.999,38.999,38.996,38.993,38.503,38.994,38.998,38.522,37.478,37.362,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,38.999,38.999,38.998,38.998,38.997,33.147,38.997,38.998,38.999,38.999,39.000,38.999,38.999,38.998,38.997,38.996,38.996,38.995,38.994,38.993,38.993,38.992,38.991,38.990,33.140,38.991,38.992,38.993,38.994,38.995,38.996,38.997,38.998,38.999,39.000,38.739,38.478,38.217,37.956,37.696,37.435,37.174,31.233,37.378,37.919,38.459,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.942,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
